row_id,transition_packet_id,occurrence_id,element_Z,symbol,transition_family_id,native_transition_role,duon_current_status,sadar_flow_status,relational_measurement_status,hyperfine_c6_divisibility_status,target_value_read_status,si_report_status,metric_report_status,residual_status,score_status,row_sha256
elem118_transition_064,elementary_matter_transition_packet_Z064_Gd,elementary_matter_occurrence_Z064_Gd,64,Gd,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,990ea88498abb828c571d2409dd52a63e467410d509242450d971147c6024bec
elem118_transition_065,elementary_matter_transition_packet_Z065_Tb,elementary_matter_occurrence_Z065_Tb,65,Tb,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f7782cd48b621fec4054eefa1e9db8d504b6a22c8a14e06f4a8dc64159f53c62
elem118_transition_066,elementary_matter_transition_packet_Z066_Dy,elementary_matter_occurrence_Z066_Dy,66,Dy,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,3ece4511df316fb1a8994957b0c5f5c90066473e5d84efebd1ff096b0d388b12
elem118_transition_067,elementary_matter_transition_packet_Z067_Ho,elementary_matter_occurrence_Z067_Ho,67,Ho,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,23e837038a63c06ba6458a72e30749b91479fa56b155424e4a857473374d3fe5
elem118_transition_068,elementary_matter_transition_packet_Z068_Er,elementary_matter_occurrence_Z068_Er,68,Er,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,b1f3399d7ceb8783f4d4d02549ad0d584366e4d212071723e39b8aca51bc196b
elem118_transition_069,elementary_matter_transition_packet_Z069_Tm,elementary_matter_occurrence_Z069_Tm,69,Tm,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,aa08fceafeb5cd386f567d51d5140b30f1020bc9deab404e7f78d15067fe0f28
elem118_transition_070,elementary_matter_transition_packet_Z070_Yb,elementary_matter_occurrence_Z070_Yb,70,Yb,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,cc4d9492852d5122d7845a943065ec22b34b9380a5d6e8d75f03eab604b7c320
elem118_transition_071,elementary_matter_transition_packet_Z071_Lu,elementary_matter_occurrence_Z071_Lu,71,Lu,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,a2a81b967b08e6a25aa45a8b82d1b4f86383cd5af01930f8d4871ebd27b46668
elem118_transition_072,elementary_matter_transition_packet_Z072_Hf,elementary_matter_occurrence_Z072_Hf,72,Hf,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,d02922954dc571740bcf3ccbf870500b5d1779748aebd4eaaa90e84ee5093206
elem118_transition_073,elementary_matter_transition_packet_Z073_Ta,elementary_matter_occurrence_Z073_Ta,73,Ta,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f291d3fde674c3482743d352c982d3e6f0637583de3a56c8e31870add371235c
elem118_transition_074,elementary_matter_transition_packet_Z074_W,elementary_matter_occurrence_Z074_W,74,W,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,227f14ae64d2ce498b408b079a8430867383a7b1a6e2f35841d2c436618810d9
elem118_transition_075,elementary_matter_transition_packet_Z075_Re,elementary_matter_occurrence_Z075_Re,75,Re,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,a76adfd59360a31d7136340792066dc95fc2e15388f0d7e2c04b2bf013e1b759
elem118_transition_076,elementary_matter_transition_packet_Z076_Os,elementary_matter_occurrence_Z076_Os,76,Os,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,67f00cbd98f150ce19b908319620fd74237055a6e9eda23c941a5ec060e35607
elem118_transition_077,elementary_matter_transition_packet_Z077_Ir,elementary_matter_occurrence_Z077_Ir,77,Ir,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f60ba2d10e08a4b81d305c3db09a57f886a5eb42116e9703667240eb9089da49
elem118_transition_078,elementary_matter_transition_packet_Z078_Pt,elementary_matter_occurrence_Z078_Pt,78,Pt,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,91ed4c516cb2ec5c701f53b0963a3a73c0be30936cd664d33c76e64fe6063f66
elem118_transition_079,elementary_matter_transition_packet_Z079_Au,elementary_matter_occurrence_Z079_Au,79,Au,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,3a90b7439fc1212e29f0242a9ee9c4871727f6e826ad09d5f729e140d8956ad7
elem118_transition_080,elementary_matter_transition_packet_Z080_Hg,elementary_matter_occurrence_Z080_Hg,80,Hg,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,87c69f07a86db9741b64d32cecff87cdc82b2b9fb18d1c970a1401b57b9eece5
elem118_transition_081,elementary_matter_transition_packet_Z081_Tl,elementary_matter_occurrence_Z081_Tl,81,Tl,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,df1c022376dba39bb6f16b6f581b37b503e600dcd3404fc1f3d6c8e2d166187f
elem118_transition_082,elementary_matter_transition_packet_Z082_Pb,elementary_matter_occurrence_Z082_Pb,82,Pb,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,cfb90e9836863673371e168d10db9b62f9facbc68fcbff28689f6408800dae3e
elem118_transition_083,elementary_matter_transition_packet_Z083_Bi,elementary_matter_occurrence_Z083_Bi,83,Bi,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,21d6de8e6a495ab08c5f53922353170304535c71dac94a325ec796a81b278102
elem118_transition_084,elementary_matter_transition_packet_Z084_Po,elementary_matter_occurrence_Z084_Po,84,Po,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,b1c6b37a1a552735b8755cdcf3de613aac1f69bfab1ae14427a79bb51bd3d42c
elem118_transition_085,elementary_matter_transition_packet_Z085_At,elementary_matter_occurrence_Z085_At,85,At,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,25d7ec92e06a3f25e19d07af89c18b22162b5e4883cb563c159a0ab0bda2f168
elem118_transition_086,elementary_matter_transition_packet_Z086_Rn,elementary_matter_occurrence_Z086_Rn,86,Rn,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,90e7e53e604a428ed128b83b7f01e0a5c3e24c0862d004931f1733868ad71244
elem118_transition_087,elementary_matter_transition_packet_Z087_Fr,elementary_matter_occurrence_Z087_Fr,87,Fr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,7e184c64bd2c3e9895472134baa6410e0c7a1ca5ef807badc4ab8df3c7017e05
elem118_transition_088,elementary_matter_transition_packet_Z088_Ra,elementary_matter_occurrence_Z088_Ra,88,Ra,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,542e48e1723417be22357b0919036e0b3f294ca4a51b603c1a91f3f39527fd73
elem118_transition_089,elementary_matter_transition_packet_Z089_Ac,elementary_matter_occurrence_Z089_Ac,89,Ac,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,c463813f4bc15a99163460f865c8e0a6ab9a40676747ac31f53b9f7691483995
elem118_transition_090,elementary_matter_transition_packet_Z090_Th,elementary_matter_occurrence_Z090_Th,90,Th,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,ff852ff977d7a2bbe2f09e2382a97b7c4e1d285a63f87f238caf0d9d70f6b51b
elem118_transition_091,elementary_matter_transition_packet_Z091_Pa,elementary_matter_occurrence_Z091_Pa,91,Pa,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,c4260e6d8899206730414303c3a4f166e71461ade475ccbef685beee502dea96
elem118_transition_092,elementary_matter_transition_packet_Z092_U,elementary_matter_occurrence_Z092_U,92,U,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,13137c0a342e9a7b713d4144a5f294903e035ad26f599a0c94789a6f90f951e0
elem118_transition_093,elementary_matter_transition_packet_Z093_Np,elementary_matter_occurrence_Z093_Np,93,Np,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,68f2a7303338b0c2e3f044f11c290bacbff71b77dba72f5f24728f0176f123b4
elem118_transition_094,elementary_matter_transition_packet_Z094_Pu,elementary_matter_occurrence_Z094_Pu,94,Pu,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,977a78f99c17e4f380275d528e5a6c8e11798d17b320813d466ece64deed96c3
elem118_transition_095,elementary_matter_transition_packet_Z095_Am,elementary_matter_occurrence_Z095_Am,95,Am,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,cfd262a6602604ef0a69afec5a531bfebedca4e48f7b9fa624f803c07835c99f
elem118_transition_096,elementary_matter_transition_packet_Z096_Cm,elementary_matter_occurrence_Z096_Cm,96,Cm,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,a05c060708338650464fbcc058761d3f65d9e46ad8848344f6ea941ab5366704
elem118_transition_097,elementary_matter_transition_packet_Z097_Bk,elementary_matter_occurrence_Z097_Bk,97,Bk,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,aa248bbc6885acb6fef286c5a309c14fcbc764f9b4684b5009fd15881aa18ed2
elem118_transition_098,elementary_matter_transition_packet_Z098_Cf,elementary_matter_occurrence_Z098_Cf,98,Cf,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,910c5b6ca5cc96f4060fc811eb08e8ac65c77aa85060d8f8e9d9043e0af559c3
elem118_transition_099,elementary_matter_transition_packet_Z099_Es,elementary_matter_occurrence_Z099_Es,99,Es,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,8c2ca72625897605d04373fcc3b270ef927327cf8ddccfcf1b59a6c21d31185e
elem118_transition_100,elementary_matter_transition_packet_Z100_Fm,elementary_matter_occurrence_Z100_Fm,100,Fm,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,2da4fc9fc22c9ee78669f4ea84b5fd1c9ec5f1a6ebdb3743ed34a10ee4f728a8
elem118_transition_101,elementary_matter_transition_packet_Z101_Md,elementary_matter_occurrence_Z101_Md,101,Md,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f4d6bc18f05f31244fc4ea856798c606abb766410aba7251a8f7c24943edc26f
elem118_transition_102,elementary_matter_transition_packet_Z102_No,elementary_matter_occurrence_Z102_No,102,No,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,80bee55e4e92ebd8c364c24e201004e2c93294b50386b687b3adb0a721739c29
elem118_transition_103,elementary_matter_transition_packet_Z103_Lr,elementary_matter_occurrence_Z103_Lr,103,Lr,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f169f7adb1fa88184b9c36cd6590163304c67321b6d908df5e1a636b5289bc44
elem118_transition_104,elementary_matter_transition_packet_Z104_Rf,elementary_matter_occurrence_Z104_Rf,104,Rf,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,36e9982907743b2e8dcf90e8aacd71b9dbbb53efd8821a822f20482f97389045
elem118_transition_105,elementary_matter_transition_packet_Z105_Db,elementary_matter_occurrence_Z105_Db,105,Db,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,b2b203f6ae89312a35d09e3fc8e9c9a12fcae2e595592e8e4ce276383992a8f3
elem118_transition_106,elementary_matter_transition_packet_Z106_Sg,elementary_matter_occurrence_Z106_Sg,106,Sg,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,aabfe61cca9fb07bf4bd92c904c66d5f494848cffbc2dab6d5a271bfcd498872
elem118_transition_107,elementary_matter_transition_packet_Z107_Bh,elementary_matter_occurrence_Z107_Bh,107,Bh,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,6b5457f1986f6c6dd9bda38fe7e34ffa67f8d6d2cbf6ed811a64ca0f352c3c62
elem118_transition_108,elementary_matter_transition_packet_Z108_Hs,elementary_matter_occurrence_Z108_Hs,108,Hs,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,50d8d946fadc5a2a4dd46df091c37bd7441cf87c8e8db9dc8c39ff5425ac50d2
elem118_transition_109,elementary_matter_transition_packet_Z109_Mt,elementary_matter_occurrence_Z109_Mt,109,Mt,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,127e4c5916ee21a680b3fa660dd37b57dc75563ecc230a22826d42bab9d4e9d1
elem118_transition_110,elementary_matter_transition_packet_Z110_Ds,elementary_matter_occurrence_Z110_Ds,110,Ds,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,2006fddf9533564988bee81f165f9af8e8e6659094dbe09fff25d5dfa540004e
elem118_transition_111,elementary_matter_transition_packet_Z111_Rg,elementary_matter_occurrence_Z111_Rg,111,Rg,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f2f248772175223414202e55a98263fa2dd593541e5db7b7f2c1f50466a3e309
elem118_transition_112,elementary_matter_transition_packet_Z112_Cn,elementary_matter_occurrence_Z112_Cn,112,Cn,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,529e7df04bbc4779ed713c31285e921b53c25a68406b0c7343f26c5c79aece51
elem118_transition_113,elementary_matter_transition_packet_Z113_Nh,elementary_matter_occurrence_Z113_Nh,113,Nh,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,62dab56ab8d0b5df0eacb9e05161c2a6cf778954bbe83670956eaf225235399c
elem118_transition_114,elementary_matter_transition_packet_Z114_Fl,elementary_matter_occurrence_Z114_Fl,114,Fl,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f2f6113afcf1e900af7daf720f82f417d8c4a63a72805b5e2aaaa960f6006453
elem118_transition_115,elementary_matter_transition_packet_Z115_Mc,elementary_matter_occurrence_Z115_Mc,115,Mc,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,0949ce5a5b132898ba6d8c8a8ce9e2dacf55a530cc62af3b0bfba3022f77ffe2
elem118_transition_116,elementary_matter_transition_packet_Z116_Lv,elementary_matter_occurrence_Z116_Lv,116,Lv,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,5885d045d6132355bcbc53e30eaa73107d0254a47cfab4dc97d7ffcde7acda67
elem118_transition_117,elementary_matter_transition_packet_Z117_Ts,elementary_matter_occurrence_Z117_Ts,117,Ts,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,f84a6abe3e603fffd240e7742f2db4b347b7ed2cf69bac82a9df6ba8273880da
elem118_transition_118,elementary_matter_transition_packet_Z118_Og,elementary_matter_occurrence_Z118_Og,118,Og,elementary_matter_118_native_transition_atlas,native_transition_candidate_slot_materialized_no_frequency_or_target,declared_not_executed_in_this_gate,declared_not_executed_in_this_gate,not_materialized,not_evaluated_until_native_resonance_packet_exists,not_read,closed,closed,not_computed,no_score,517b9d33ee4bc6ba6e5ce88f70331758092d61632c36c77616256acf3ae283e9
