row_id,element_Z,symbol,element_name,occurrence_id,atlas_layer,fractal_octave_coordinate,registry_basis,native_flow_status,target_value_read_status,metric_report_status,residual_status,score_status,row_sha256
elem118_occ_083,83,Bi,Bismuth,elementary_matter_occurrence_Z083_Bi,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,d4f7052b7e1ce6bce13ca2a3e79272db733dd74fc6a54109f5479d40799f3310
elem118_occ_084,84,Po,Polonium,elementary_matter_occurrence_Z084_Po,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,bd7a50dffe0d95ede69525be7a4b3ae1c849f13630d3467436d9d3e9e7685d5f
elem118_occ_085,85,At,Astatine,elementary_matter_occurrence_Z085_At,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,bf8ba184f8fa051d5a9b912b19322ad7e131e6fcf465f2161c5abe27ce4d77f3
elem118_occ_086,86,Rn,Radon,elementary_matter_occurrence_Z086_Rn,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,545f2562ed4ed3045d9868f625b79310d6453eccaef587a95039471679d2672d
elem118_occ_087,87,Fr,Francium,elementary_matter_occurrence_Z087_Fr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,d2c0df44bf9e0678f8aed62a08aeeb5e06110a8787370a5e92edb395278bdb7a
elem118_occ_088,88,Ra,Radium,elementary_matter_occurrence_Z088_Ra,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,15fa1d70080dd1fd20445221348eac0a82c288c523de8f7d6c92c4f96de40e64
elem118_occ_089,89,Ac,Actinium,elementary_matter_occurrence_Z089_Ac,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,1823ddc9b31baa3939cc8eef3f5cbac8d2675364d3edee7196a2e84fde9be9ff
elem118_occ_090,90,Th,Thorium,elementary_matter_occurrence_Z090_Th,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,616d6e0301d76e247678b67635d093fc8fc146de5ca877f92520ad0eb3e80d1a
elem118_occ_091,91,Pa,Protactinium,elementary_matter_occurrence_Z091_Pa,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,d2fce13a2d36dab6bdf7d877d680a2a82507c0f51b5f166224795d303ff02a4f
elem118_occ_092,92,U,Uranium,elementary_matter_occurrence_Z092_U,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,03b304064a4d766144606aa4282051fa5ac0b070192df08d87d2aca1ebb0bc09
elem118_occ_093,93,Np,Neptunium,elementary_matter_occurrence_Z093_Np,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,28d0f24ca2d94ce1f7864cf88c1f5b25e74af9551a6b0cd8519e7be7ae28cc8e
elem118_occ_094,94,Pu,Plutonium,elementary_matter_occurrence_Z094_Pu,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,89cb31c1d33008223c35ad691f58920d9a3da67699428ac7c27d39b275cd166b
elem118_occ_095,95,Am,Americium,elementary_matter_occurrence_Z095_Am,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,fd7a8de08757ff2b95ab94e7300959b16aa3bd1bfaa3c90d83cbf2e159066af5
elem118_occ_096,96,Cm,Curium,elementary_matter_occurrence_Z096_Cm,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,425b0d2281530e5b49cee181767b165715b8c1bfc12a99214d4f4e5dde7f7ea2
elem118_occ_097,97,Bk,Berkelium,elementary_matter_occurrence_Z097_Bk,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,b0717099d09e99a3a37b6e5a9037154b2e8bbc764404772e21d7fafe5e9c8a22
elem118_occ_098,98,Cf,Californium,elementary_matter_occurrence_Z098_Cf,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,a0023cff779e3710ab1a0fe0869d22abc2f9e5708e2c640dc38e9acf1c4e7ef5
elem118_occ_099,99,Es,Einsteinium,elementary_matter_occurrence_Z099_Es,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,90e4a1e1ded495f5fd3af91aa63105fefc7ed4e2d891619aa8af808c747262d9
elem118_occ_100,100,Fm,Fermium,elementary_matter_occurrence_Z100_Fm,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,30fa25eb169472f01fd9f8d66728886328ba5bb50c51a14c6a26f0ab4d1f6843
elem118_occ_101,101,Md,Mendelevium,elementary_matter_occurrence_Z101_Md,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,2a04c4498b0dd250c6697192136891a0651b31c5c11a75057dfdbe4cb62f6ad6
elem118_occ_102,102,No,Nobelium,elementary_matter_occurrence_Z102_No,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,8aaab1f18a6078c34374289b068508882615c9f0e7643798e5e8565d7bdbb9ae
elem118_occ_103,103,Lr,Lawrencium,elementary_matter_occurrence_Z103_Lr,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,0530aeb4e7dc62ef13fc544d2dc89ffdc7d6780dcc664bb8864e078103c41469
elem118_occ_104,104,Rf,Rutherfordium,elementary_matter_occurrence_Z104_Rf,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,d3e10470016e1d92550d3cec77e4a5a37209dae5efeeca991fb776ae728c081a
elem118_occ_105,105,Db,Dubnium,elementary_matter_occurrence_Z105_Db,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,0c98c4a827ff51368213525e34ff13fc8dcd9fe370cee3e73d2084cdab36c1a8
elem118_occ_106,106,Sg,Seaborgium,elementary_matter_occurrence_Z106_Sg,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,0e31422202b56f75ba475a0a78b6407cc81f9dfbac47c0475cdb42f34a2d1882
elem118_occ_107,107,Bh,Bohrium,elementary_matter_occurrence_Z107_Bh,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,25b3e7e902d4f8b819a9cd76f0e088fdc5aed837924d4d3a705221c4c428acfb
elem118_occ_108,108,Hs,Hassium,elementary_matter_occurrence_Z108_Hs,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,8cc9348baa5259ebe2ad0b2fab0aae9997a158d6d8ecbcfd6a8fec33f4ac9851
elem118_occ_109,109,Mt,Meitnerium,elementary_matter_occurrence_Z109_Mt,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,e7d4be90d918affedb5774de11ee976fb03dca80aede5100bba8783b36538d38
elem118_occ_110,110,Ds,Darmstadtium,elementary_matter_occurrence_Z110_Ds,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,549a7fd7567f963091852247061f6805dbea0d432ec9cddc1b472482f9f391eb
elem118_occ_111,111,Rg,Roentgenium,elementary_matter_occurrence_Z111_Rg,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,420d2a667f8e73dfe6ed7d23e26b1b7295f37b6b942fa0af7a642b475371e415
elem118_occ_112,112,Cn,Copernicium,elementary_matter_occurrence_Z112_Cn,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,38c6a520d0e8d3a765f8ffce59e0b97a6e8f180a161890f96e4bbc5ae943bb08
elem118_occ_113,113,Nh,Nihonium,elementary_matter_occurrence_Z113_Nh,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,b57d038f9c6f9e283f4b755af85cca2aca380118600ccb3e73e3d54d56305801
elem118_occ_114,114,Fl,Flerovium,elementary_matter_occurrence_Z114_Fl,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,cc6a535605dbe4e5baf1b7d68af73e9c76fc8fea03b2fa1f9cba72e2889b6ae4
elem118_occ_115,115,Mc,Moscovium,elementary_matter_occurrence_Z115_Mc,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,805a204075ab4b7d0bfb6d649e44e476d9782ad651d366236869ea843e9c9782
elem118_occ_116,116,Lv,Livermorium,elementary_matter_occurrence_Z116_Lv,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,6ba775f905db8a7a1f18bd39ec3c23dafe6d7f8ac8ea863b226f16cafd8343b7
elem118_occ_117,117,Ts,Tennessine,elementary_matter_occurrence_Z117_Ts,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,e37dfb62e27ec8bc48d9eee164e26f5c7ac2d8e64673c40d42ac17aff6bf547e
elem118_occ_118,118,Og,Oganesson,elementary_matter_occurrence_Z118_Og,Elementary Matter 118,elementary_matter_118_native_atlas,IUPAC_Z_symbol_name_registry_carried_forward_no_external_target_read,native_occurrence_card_materialized,not_read,closed,not_computed,no_score,cf8e755562343a4fa35a621271fd8fe56de317664c64b34af29d0014c4e57f03
