row_id,sadar_packet_id,transition_packet_id,element_Z,symbol,duon_current_flow_status,sadar_temporal_flow_status,subject_reference_phase_lock_status,native_resonance_period_status,target_value_read_status,metric_report_status,score_status,row_sha256
elem118_sadar_098,elementary_matter_sadar_flow_packet_Z098_Cf,elementary_matter_transition_packet_Z098_Cf,98,Cf,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,f85cf07144dccf878fd57a9029781b228f62dc62bf29f3d610ad6335d08d4d29
elem118_sadar_099,elementary_matter_sadar_flow_packet_Z099_Es,elementary_matter_transition_packet_Z099_Es,99,Es,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,42bb2b86ab82886f49415adb6848fa06069c5af06012a062b0f4ff5a99277a06
elem118_sadar_100,elementary_matter_sadar_flow_packet_Z100_Fm,elementary_matter_transition_packet_Z100_Fm,100,Fm,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e2010c4e70fb33c513ac9e5f38ad891173cd74e83ebcfb1908c301c0d96a3b05
elem118_sadar_101,elementary_matter_sadar_flow_packet_Z101_Md,elementary_matter_transition_packet_Z101_Md,101,Md,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,4b140e6f675a411743b22dfe62eca8050c29195a65fe114714470bdb35b905e8
elem118_sadar_102,elementary_matter_sadar_flow_packet_Z102_No,elementary_matter_transition_packet_Z102_No,102,No,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,32026b9f213c0a7893d6a55899fe27b471f0d16a0e52c4d0606d0cb84c4fe650
elem118_sadar_103,elementary_matter_sadar_flow_packet_Z103_Lr,elementary_matter_transition_packet_Z103_Lr,103,Lr,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e4c4c4bd1d1b75690fb894cbff098e296a4ab29248b067b6240a597538b7898e
elem118_sadar_104,elementary_matter_sadar_flow_packet_Z104_Rf,elementary_matter_transition_packet_Z104_Rf,104,Rf,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,f0cbcc3579b25939e910ae5ff0469cbe0a0ba09f2630c962805b79fbda3dbd3d
elem118_sadar_105,elementary_matter_sadar_flow_packet_Z105_Db,elementary_matter_transition_packet_Z105_Db,105,Db,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,0b15dc1c9334140cbcac8233b38fd02ea97d257aefa6e4a6c8641ed4e6a6b50f
elem118_sadar_106,elementary_matter_sadar_flow_packet_Z106_Sg,elementary_matter_transition_packet_Z106_Sg,106,Sg,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,f0cf9d6b5196f6a69a2aa0184f2ab9670c3feb556fff237e7fad5fbbf2a7ce7c
elem118_sadar_107,elementary_matter_sadar_flow_packet_Z107_Bh,elementary_matter_transition_packet_Z107_Bh,107,Bh,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,775985168a063939095e738513e776526f2eadce5fff386eabc69806277cef6c
elem118_sadar_108,elementary_matter_sadar_flow_packet_Z108_Hs,elementary_matter_transition_packet_Z108_Hs,108,Hs,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,575ef034017e6b69287766ecb7529f245ad9837228d187d3bfa69a718af617d6
elem118_sadar_109,elementary_matter_sadar_flow_packet_Z109_Mt,elementary_matter_transition_packet_Z109_Mt,109,Mt,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,d370a7aa71d2f2587d7be82b44ae62891a8f21df4839a4e2f3b8b3d4d1c78b77
elem118_sadar_110,elementary_matter_sadar_flow_packet_Z110_Ds,elementary_matter_transition_packet_Z110_Ds,110,Ds,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e26186eb90ace5f80568f096de65351e387a9ab2bab40ba629bbf5153eb09bac
elem118_sadar_111,elementary_matter_sadar_flow_packet_Z111_Rg,elementary_matter_transition_packet_Z111_Rg,111,Rg,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e340cce7ed9977b54ba443e66c41b9802346e66948a2b285c929ac2dd3c71cd6
elem118_sadar_112,elementary_matter_sadar_flow_packet_Z112_Cn,elementary_matter_transition_packet_Z112_Cn,112,Cn,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,aea16e998e4c11074ca20d5560a239d9d4fcda45abf70646619ac376347a0743
elem118_sadar_113,elementary_matter_sadar_flow_packet_Z113_Nh,elementary_matter_transition_packet_Z113_Nh,113,Nh,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,e4a564a28d2bf3ad97d76886ef9f7b5b5bfaf3e7ddc20480214af0fb105b99f9
elem118_sadar_114,elementary_matter_sadar_flow_packet_Z114_Fl,elementary_matter_transition_packet_Z114_Fl,114,Fl,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,beaaa51004fa1f6dd8dad4b547907f237dc4bcfd5baebeae40b27cff3e9ecc5b
elem118_sadar_115,elementary_matter_sadar_flow_packet_Z115_Mc,elementary_matter_transition_packet_Z115_Mc,115,Mc,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,b988dfbda0dd6bc5bccc816503d661adb40461c7f3369f5befe12f3a490b8b7a
elem118_sadar_116,elementary_matter_sadar_flow_packet_Z116_Lv,elementary_matter_transition_packet_Z116_Lv,116,Lv,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,ecb3eab854d40233f3c37cf301df608c6e5a36a457ccd18fd6da1bcf3fca98ef
elem118_sadar_117,elementary_matter_sadar_flow_packet_Z117_Ts,elementary_matter_transition_packet_Z117_Ts,117,Ts,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,8794f481f78b24203ebb4db0b39bad224ca091238dbf9a2d1d73e015acfb239c
elem118_sadar_118,elementary_matter_sadar_flow_packet_Z118_Og,elementary_matter_transition_packet_Z118_Og,118,Og,declared_not_executed,declared_not_executed,not_materialized,not_materialized,not_read,closed,no_score,66181c97bd01266d04dd9fa468e1e429c9dbb0c79d867f0e5c412189e3530589
