t,node,tau_alpha,tau_omega,delay_put,mode_hidden,backlog
976,-,0,0,0,1,0
977,-,0,0,0,1,0
978,-,0,0,0,1,0
979,-,0,0,0,1,0
980,C,1,0,4,1,1
981,-,0,0,0,1,1
982,-,0,0,0,1,1
983,A,1,0,2,0,2
984,B,1,-1,2,0,2
985,C,1,-1,3,0,2
986,A,1,-1,4,0,2
987,-,0,0,0,0,2
988,-,0,-1,0,0,1
989,B,1,0,2,1,2
990,-,0,-1,0,1,1
991,C,-1,-1,1,1,1
992,A,-1,1,2,1,1
993,-,0,0,0,1,1
994,-,0,1,0,1,0
995,-,0,0,0,1,0
996,-,0,0,0,1,0
997,-,0,0,0,1,0
998,-,0,0,0,1,0
999,-,0,0,0,1,0
1000,B,-1,0,2,1,1
1001,-,0,0,0,1,1
1002,C,1,1,1,1,1
1003,-,0,-1,0,1,0
1004,A,1,0,4,1,1
1005,-,0,0,0,1,1
1006,B,-1,0,2,1,2
1007,C,1,0,4,1,3
1008,-,0,0,0,1,1
1009,-,0,0,0,1,1
1010,-,0,0,0,1,1
1011,-,0,-1,0,1,0
1012,-,0,0,0,1,0
1013,-,0,0,0,1,0
1014,-,0,0,0,1,0
1015,-,0,0,0,1,0
1016,-,0,0,0,1,0
1017,-,0,0,0,1,0
1018,-,0,0,0,1,0
1019,-,0,0,0,1,0
1020,A,-1,0,1,1,1
1021,-,0,1,0,1,0
1022,-,0,0,0,1,0
1023,B,-1,0,3,1,1
1024,-,0,0,0,1,1
1025,-,0,0,0,1,1
1026,-,0,1,0,1,0
1027,C,-1,0,2,1,1
1028,-,0,0,0,1,1
1029,-,0,1,0,1,0
1030,-,0,0,0,1,0
1031,-,0,0,0,1,0
1032,-,0,0,0,1,0
1033,A,-1,0,3,1,1
1034,-,0,0,0,1,1
1035,B,1,0,3,1,2
1036,C,-1,1,1,1,2
1037,-,0,1,0,1,1
1038,A,1,-1,3,1,1
1039,-,0,0,0,1,1
1040,-,0,0,0,1,1
1041,-,0,-1,0,1,0
1042,-,0,0,0,1,0
1043,B,1,0,3,1,1
1044,-,0,0,0,1,1
1045,-,0,0,0,1,1
1046,C,1,-1,2,1,1
1047,-,0,0,0,1,1
1048,-,0,-1,0,1,0
1049,A,-1,0,3,1,1
1050,-,0,0,0,1,1
1051,-,0,0,0,1,1
1052,-,0,1,0,1,0
1053,B,-1,0,4,1,1
1054,-,0,0,0,1,1
1055,-,0,0,0,1,1
1056,C,-1,0,2,1,2
1057,A,-1,1,2,1,2
1058,-,0,1,0,1,1
1059,-,0,1,0,1,0
1060,-,0,0,0,1,0
1061,B,1,0,2,1,1
1062,C,-1,0,2,1,2
1063,A,1,-1,2,1,2
1064,-,0,1,0,1,1
1065,B,-1,-1,2,1,1
1066,C,-1,0,4,1,2
1067,-,0,1,0,1,1
1068,-,0,0,0,1,1
1069,-,0,0,0,1,1
1070,-,0,1,0,1,0
1071,-,0,0,0,1,0
1072,-,0,0,0,1,0
1073,-,0,0,0,1,0
1074,-,0,0,0,1,0
1075,-,0,0,0,1,0
1076,-,0,0,0,1,0
1077,-,0,0,0,1,0
1078,-,0,0,0,1,0
1079,A,-1,0,2,1,1
1080,B,-1,0,2,1,2
1081,-,0,1,0,1,1
1082,-,0,1,0,1,0
1083,-,0,0,0,1,0
1084,C,-1,0,2,1,1
1085,-,0,0,0,1,1
1086,-,0,1,0,1,0
1087,A,1,0,2,1,1
1088,-,0,0,0,1,1
1089,-,0,-1,0,1,0
1090,B,1,0,4,1,1
1091,-,0,0,0,1,1
1092,-,0,0,0,1,1
1093,-,0,0,0,1,1
1094,C,1,-1,1,1,1
1095,-,0,-1,0,1,0
1096,A,1,0,2,0,1
1097,-,0,0,0,0,1
1098,-,0,-1,0,0,0
1099,B,1,0,3,0,1
1100,C,1,0,3,0,2
1101,A,1,0,2,0,3
1102,-,0,-1,0,0,2
1103,-,0,-2,0,0,0
1104,B,1,0,2,1,1
1105,-,0,0,0,1,1
1106,-,0,-1,0,1,0
1107,-,0,0,0,1,0
1108,C,1,0,2,1,1
1109,A,1,0,2,1,2
1110,-,0,-1,0,1,1
1111,-,0,-1,0,1,0
1112,-,0,0,0,1,0
1113,-,0,0,0,1,0
1114,-,0,0,0,1,0
1115,B,1,0,1,1,1
1116,-,0,-1,0,1,0
1117,-,0,0,0,1,0
1118,-,0,0,0,1,0
1119,-,0,0,0,1,0
1120,-,0,0,0,1,0
1121,-,0,0,0,1,0
1122,-,0,0,0,1,0
1123,-,0,0,0,1,0
1124,C,1,0,2,0,1
1125,A,-1,0,2,0,2
1126,B,1,-1,2,0,2
1127,C,1,1,2,0,2
1128,A,-1,-1,1,0,2
1129,-,0,0,0,0,0
1130,B,1,0,3,0,1
1131,C,-1,0,3,0,2
1132,A,1,0,2,0,3
1133,B,1,-1,3,0,3
1134,C,-1,0,2,0,2
1135,-,0,0,0,0,2
1136,A,1,0,3,0,1
1137,-,0,0,0,0,1
1138,-,0,0,0,0,1
1139,B,-1,-1,3,0,1
1140,C,-1,0,3,0,2
1141,-,0,0,0,0,2
1142,A,1,1,1,0,2
1143,-,0,0,0,0,0
1144,B,1,0,1,0,1
1145,-,0,-1,0,0,0
1146,-,0,0,0,0,0
1147,C,1,0,2,0,1
1148,-,0,0,0,0,1
1149,A,1,-1,1,1,1
1150,-,0,-1,0,1,0
1151,B,-1,0,2,1,1
1152,-,0,0,0,1,1
1153,-,0,1,0,1,0
1154,-,0,0,0,1,0
1155,-,0,0,0,1,0
1156,-,0,0,0,1,0
1157,C,1,0,1,1,1
1158,-,0,-1,0,1,0
1159,-,0,0,0,1,0
1160,-,0,0,0,1,0
1161,-,0,0,0,1,0
1162,A,-1,0,2,1,1
1163,-,0,0,0,1,1
1164,-,0,1,0,1,0
1165,-,0,0,0,1,0
1166,-,0,0,0,1,0
1167,-,0,0,0,1,0
1168,-,0,0,0,1,0
1169,-,0,0,0,1,0
1170,-,0,0,0,1,0
1171,-,0,0,0,1,0
1172,-,0,0,0,1,0
1173,-,0,0,0,1,0
1174,-,0,0,0,1,0
1175,-,0,0,0,1,0
1176,B,-1,0,2,1,1
1177,-,0,0,0,1,1
1178,-,0,1,0,1,0
1179,C,1,0,3,1,1
1180,A,-1,0,2,1,2
1181,B,-1,0,2,1,3
1182,-,0,0,0,1,1
1183,C,-1,1,2,1,1
1184,-,0,0,0,1,1
1185,-,0,1,0,1,0
1186,A,-1,0,2,1,1
1187,-,0,0,0,1,1
1188,-,0,1,0,1,0
1189,B,-1,0,2,1,1
1190,-,0,0,0,1,1
1191,-,0,1,0,1,0
1192,-,0,0,0,1,0
1193,-,0,0,0,1,0
1194,-,0,0,0,1,0
1195,-,0,0,0,1,0
1196,C,-1,0,2,1,1
1197,A,-1,0,2,1,2
1198,-,0,1,0,1,1
1199,-,0,1,0,1,0
1200,-,0,0,0,1,0
1201,-,0,0,0,1,0
1202,-,0,0,0,1,0
1203,-,0,0,0,1,0
1204,-,0,0,0,1,0
1205,-,0,0,0,1,0
1206,-,0,0,0,1,0
1207,B,-1,0,2,1,1
1208,-,0,0,0,1,1
1209,C,1,1,3,1,1
1210,-,0,0,0,1,1
1211,-,0,0,0,1,1
1212,A,1,-1,2,1,1
1213,-,0,0,0,1,1
1214,-,0,-1,0,1,0
1215,-,0,0,0,1,0
1216,B,-1,0,2,1,1
1217,-,0,0,0,1,1
1218,-,0,1,0,1,0
1219,-,0,0,0,1,0
1220,C,-1,0,3,1,1
1221,A,1,0,3,1,2
1222,B,-1,0,2,1,3
1223,-,0,1,0,1,2
1224,C,-1,0,2,1,1
1225,-,0,0,0,1,1
1226,-,0,1,0,1,0
1227,-,0,0,0,1,0
1228,-,0,0,0,1,0
1229,A,-1,0,1,1,1
1230,-,0,1,0,1,0
1231,-,0,0,0,1,0
1232,-,0,0,0,1,0
1233,B,-1,0,2,1,1
1234,C,-1,0,1,1,2
1235,A,-1,2,4,1,1
1236,-,0,0,0,1,1
1237,B,1,0,2,1,2
1238,-,0,0,0,1,2
1239,C,-1,0,1,1,1
1240,-,0,1,0,1,0
1241,-,0,0,0,1,0
1242,A,1,0,2,1,1
1243,-,0,0,0,1,1
1244,-,0,-1,0,1,0
1245,-,0,0,0,1,0
1246,-,0,0,0,1,0
1247,-,0,0,0,1,0
1248,-,0,0,0,1,0
1249,B,-1,0,2,1,1
1250,-,0,0,0,1,1
1251,C,-1,1,4,1,1
1252,-,0,0,0,1,1
1253,-,0,0,0,1,1
1254,-,0,0,0,1,1
1255,-,0,1,0,1,0
1256,-,0,0,0,1,0
1257,-,0,0,0,1,0
1258,-,0,0,0,1,0
1259,-,0,0,0,1,0
1260,A,1,0,2,1,1
1261,B,1,0,2,1,2
1262,-,0,-1,0,1,1
1263,-,0,-1,0,1,0
1264,C,1,0,2,1,1
1265,-,0,0,0,1,1
1266,-,0,-1,0,1,0
1267,-,0,0,0,1,0
1268,A,-1,0,3,1,1
1269,-,0,0,0,1,1
1270,-,0,0,0,1,1
1271,-,0,1,0,1,0
1272,-,0,0,0,1,0
1273,-,0,0,0,1,0
1274,-,0,0,0,1,0
1275,-,0,0,0,1,0
1276,-,0,0,0,1,0
1277,B,-1,0,3,1,1
1278,-,0,0,0,1,1
1279,-,0,0,0,1,1
1280,-,0,1,0,1,0
1281,-,0,0,0,1,0
1282,-,0,0,0,1,0
1283,C,-1,0,2,1,1
1284,-,0,0,0,1,1
1285,-,0,1,0,1,0
1286,-,0,0,0,1,0
1287,-,0,0,0,1,0
1288,A,1,0,2,1,1
1289,-,0,0,0,1,1
1290,-,0,-1,0,1,0
1291,-,0,0,0,1,0
1292,B,-1,0,2,1,1
1293,-,0,0,0,1,1
1294,-,0,1,0,1,0
1295,-,0,0,0,1,0
1296,-,0,0,0,1,0
1297,-,0,0,0,1,0
1298,-,0,0,0,1,0
1299,-,0,0,0,1,0
1300,C,1,0,2,1,1
1301,-,0,0,0,1,1
1302,-,0,-1,0,1,0
1303,-,0,0,0,1,0
1304,-,0,0,0,1,0
1305,A,-1,0,2,1,1
1306,-,0,0,0,1,1
1307,-,0,1,0,1,0
1308,-,0,0,0,1,0
1309,B,-1,0,4,1,1
1310,-,0,0,0,1,1
1311,-,0,0,0,1,1
1312,-,0,0,0,1,1
1313,-,0,1,0,1,0
1314,-,0,0,0,1,0
1315,-,0,0,0,1,0
1316,-,0,0,0,1,0
1317,-,0,0,0,1,0
1318,C,-1,0,1,1,1
1319,A,1,1,2,1,1
1320,-,0,0,0,1,1
1321,-,0,-1,0,1,0
1322,-,0,0,0,1,0
1323,-,0,0,0,1,0
1324,-,0,0,0,1,0
1325,-,0,0,0,1,0
1326,-,0,0,0,1,0
1327,-,0,0,0,1,0
1328,-,0,0,0,1,0
1329,-,0,0,0,1,0
1330,-,0,0,0,1,0
1331,B,1,0,2,1,1
1332,-,0,0,0,1,1
1333,-,0,-1,0,1,0
1334,C,-1,0,4,1,1
1335,-,0,0,0,1,1
1336,A,-1,0,2,1,2
1337,-,0,0,0,1,2
1338,B,-1,2,2,1,1
1339,-,0,0,0,1,1
1340,-,0,1,0,1,0
1341,-,0,0,0,1,0
1342,C,1,0,2,1,1
1343,A,-1,0,2,1,2
1344,B,-1,-1,2,1,2
1345,-,0,1,0,1,1
1346,C,-1,1,3,1,1
1347,-,0,0,0,1,1
1348,-,0,0,0,1,1
1349,-,0,1,0,1,0
1350,-,0,0,0,1,0
1351,A,-1,0,2,1,1
1352,B,-1,0,2,1,2
1353,-,0,1,0,1,1
1354,-,0,1,0,1,0
1355,-,0,0,0,1,0
1356,-,0,0,0,1,0
1357,-,0,0,0,1,0
1358,-,0,0,0,1,0
1359,C,-1,0,2,1,1
1360,-,0,0,0,1,1
1361,A,-1,1,3,1,1
1362,-,0,0,0,1,1
1363,-,0,0,0,1,1
1364,-,0,1,0,1,0
1365,-,0,0,0,1,0
1366,B,1,0,4,1,1
1367,-,0,0,0,1,1
1368,-,0,0,0,1,1
1369,-,0,0,0,1,1
1370,-,0,-1,0,1,0
1371,-,0,0,0,1,0
1372,C,-1,0,2,1,1
1373,-,0,0,0,1,1
1374,-,0,1,0,1,0
1375,-,0,0,0,1,0
1376,-,0,0,0,1,0
1377,-,0,0,0,1,0
1378,A,1,0,1,1,1
1379,-,0,-1,0,1,0
1380,B,-1,0,3,1,1
1381,-,0,0,0,1,1
1382,-,0,0,0,1,1
1383,-,0,1,0,1,0
1384,-,0,0,0,1,0
1385,-,0,0,0,1,0
1386,-,0,0,0,1,0
1387,-,0,0,0,1,0
1388,-,0,0,0,1,0
1389,C,-1,0,3,1,1
1390,-,0,0,0,1,1
1391,A,-1,0,2,1,2
1392,-,0,1,0,1,1
1393,-,0,1,0,1,0
1394,-,0,0,0,1,0
1395,-,0,0,0,1,0
1396,-,0,0,0,1,0
1397,-,0,0,0,1,0
1398,-,0,0,0,1,0
1399,-,0,0,0,1,0
1400,-,0,0,0,1,0
1401,-,0,0,0,1,0
1402,-,0,0,0,1,0
1403,B,-1,0,3,1,1
1404,-,0,0,0,1,1
1405,C,-1,0,1,1,2
1406,-,0,2,0,1,0
1407,-,0,0,0,1,0
1408,-,0,0,0,1,0
1409,-,0,0,0,1,0
1410,A,1,0,4,1,1
1411,B,-1,0,2,1,2
1412,-,0,0,0,1,2
1413,-,0,1,0,1,1
1414,-,0,-1,0,1,0
1415,-,0,0,0,1,0
1416,-,0,0,0,1,0
1417,-,0,0,0,1,0
1418,-,0,0,0,1,0
1419,-,0,0,0,1,0
1420,-,0,0,0,1,0
1421,-,0,0,0,1,0
1422,C,-1,0,3,1,1
1423,-,0,0,0,1,1
1424,-,0,0,0,1,1
1425,-,0,1,0,1,0
1426,-,0,0,0,1,0
1427,-,0,0,0,1,0
1428,-,0,0,0,1,0
1429,A,-1,0,4,1,1
1430,-,0,0,0,1,1
1431,B,-1,0,2,1,2
1432,-,0,0,0,1,2
1433,-,0,2,0,1,0
1434,-,0,0,0,1,0
1435,-,0,0,0,1,0
1436,-,0,0,0,1,0
1437,-,0,0,0,1,0
1438,-,0,0,0,1,0
1439,-,0,0,0,1,0
1440,-,0,0,0,1,0
1441,-,0,0,0,1,0
1442,-,0,0,0,1,0
1443,C,-1,0,2,1,1
1444,-,0,0,0,1,1
1445,A,-1,1,4,1,1
1446,-,0,0,0,1,1
1447,-,0,0,0,1,1
1448,-,0,0,0,1,1
1449,-,0,1,0,1,0
1450,-,0,0,0,1,0
1451,-,0,0,0,1,0
1452,-,0,0,0,1,0
1453,-,0,0,0,1,0
1454,-,0,0,0,1,0
1455,-,0,0,0,1,0
1456,B,1,0,2,1,1
1457,-,0,0,0,1,1
1458,-,0,-1,0,1,0
1459,-,0,0,0,1,0
1460,C,-1,0,1,1,1
1461,-,0,1,0,1,0
1462,-,0,0,0,1,0
1463,-,0,0,0,1,0
1464,A,1,0,2,1,1
1465,-,0,0,0,1,1
1466,B,-1,-1,2,1,1
1467,-,0,0,0,1,1
1468,-,0,1,0,1,0
1469,-,0,0,0,1,0
1470,C,1,0,3,1,1
1471,A,-1,0,1,1,2
1472,-,0,1,0,1,1
1473,-,0,-1,0,1,0
1474,-,0,0,0,1,0
1475,-,0,0,0,1,0
1476,-,0,0,0,1,0
1477,-,0,0,0,1,0
1478,-,0,0,0,1,0
1479,-,0,0,0,1,0
1480,-,0,0,0,1,0
1481,-,0,0,0,1,0
1482,-,0,0,0,1,0
1483,-,0,0,0,1,0
1484,-,0,0,0,1,0
1485,B,-1,0,2,1,1
1486,-,0,0,0,1,1
1487,C,-1,1,1,1,1
1488,-,0,1,0,1,0
1489,-,0,0,0,1,0
1490,-,0,0,0,1,0
1491,A,-1,0,2,1,1
1492,-,0,0,0,1,1
1493,-,0,1,0,1,0
1494,-,0,0,0,1,0
1495,-,0,0,0,1,0
1496,B,-1,0,2,1,1
1497,C,1,0,2,1,2
1498,-,0,1,0,1,1
1499,-,0,-1,0,1,0
1500,A,1,0,1,1,1
1501,-,0,-1,0,1,0
1502,-,0,0,0,1,0
1503,B,-1,0,3,1,1
1504,-,0,0,0,1,1
1505,-,0,0,0,1,1
1506,C,-1,1,1,1,1
1507,-,0,1,0,1,0
1508,-,0,0,0,1,0
1509,-,0,0,0,1,0
1510,-,0,0,0,1,0
1511,-,0,0,0,1,0
1512,-,0,0,0,1,0
1513,-,0,0,0,1,0
1514,A,-1,0,2,1,1
1515,-,0,0,0,1,1
1516,-,0,1,0,1,0
1517,B,1,0,2,1,1
1518,C,1,0,1,1,2
1519,-,0,-2,0,1,0
1520,-,0,0,0,1,0
1521,A,1,0,2,0,1
1522,B,1,0,2,0,2
1523,C,-1,-1,1,0,2
1524,A,1,0,4,0,1
1525,-,0,0,0,0,1
1526,-,0,0,0,0,1
1527,B,1,0,2,0,2
1528,-,0,-1,0,0,1
1529,C,1,-1,1,0,1
1530,A,1,-1,2,1,1
1531,-,0,0,0,1,1
1532,B,-1,-1,2,1,1
1533,-,0,0,0,1,1
1534,-,0,1,0,1,0
1535,-,0,0,0,1,0
1536,-,0,0,0,1,0
1537,C,-1,0,1,1,1
1538,A,-1,1,2,1,1
1539,-,0,0,0,1,1
1540,B,-1,1,2,1,1
1541,-,0,0,0,1,1
1542,C,-1,1,2,1,1
1543,A,-1,0,4,1,2
1544,-,0,1,0,1,1
1545,-,0,0,0,1,1
1546,-,0,0,0,1,1
1547,-,0,1,0,1,0
1548,-,0,0,0,1,0
1549,-,0,0,0,1,0
1550,B,1,0,1,1,1
1551,-,0,-1,0,1,0
1552,-,0,0,0,1,0
1553,C,-1,0,3,1,1
1554,-,0,0,0,1,1
1555,-,0,0,0,1,1
1556,A,-1,1,2,1,1
1557,-,0,0,0,1,1
1558,-,0,1,0,1,0
1559,-,0,0,0,1,0
1560,B,1,0,2,1,1
1561,-,0,0,0,1,1
1562,-,0,-1,0,1,0
1563,C,-1,0,2,1,1
1564,A,1,0,1,1,2
1565,-,0,0,0,1,0
1566,-,0,0,0,1,0
1567,-,0,0,0,1,0
1568,-,0,0,0,1,0
1569,B,-1,0,2,1,1
1570,-,0,0,0,1,1
1571,-,0,1,0,1,0
1572,-,0,0,0,1,0
1573,C,-1,0,2,1,1
1574,A,-1,0,1,1,2
1575,-,0,2,0,1,0
1576,B,1,0,2,1,1
1577,-,0,0,0,1,1
1578,C,-1,-1,3,1,1
1579,A,1,0,3,1,2
1580,-,0,0,0,1,2
1581,-,0,1,0,1,1
1582,B,-1,-1,3,1,1
1583,-,0,0,0,1,1
1584,-,0,0,0,1,1
1585,-,0,1,0,1,0
1586,-,0,0,0,1,0
1587,C,-1,0,3,1,1
1588,-,0,0,0,1,1
1589,-,0,0,0,1,1
1590,-,0,1,0,1,0
1591,-,0,0,0,1,0
1592,-,0,0,0,1,0
1593,-,0,0,0,1,0
1594,A,1,0,1,1,1
1595,-,0,-1,0,1,0
1596,-,0,0,0,1,0
1597,-,0,0,0,1,0
1598,-,0,0,0,1,0
1599,B,1,0,2,1,1
1600,-,0,0,0,1,1
1601,-,0,-1,0,1,0
1602,-,0,0,0,1,0
1603,-,0,0,0,1,0
1604,-,0,0,0,1,0
1605,C,-1,0,2,1,1
1606,-,0,0,0,1,1
1607,-,0,1,0,1,0
1608,-,0,0,0,1,0
1609,-,0,0,0,1,0
1610,A,-1,0,3,1,1
1611,B,-1,0,3,1,2
1612,-,0,0,0,1,2
1613,C,-1,1,3,1,2
1614,-,0,1,0,1,1
1615,A,1,0,1,1,2
1616,B,-1,0,1,1,1
1617,-,0,1,0,1,0
1618,-,0,0,0,1,0
1619,C,1,0,2,1,1
1620,-,0,0,0,1,1
1621,-,0,-1,0,1,0
1622,A,-1,0,1,1,1
1623,-,0,1,0,1,0
1624,-,0,0,0,1,0
1625,B,1,0,4,1,1
1626,-,0,0,0,1,1
1627,-,0,0,0,1,1
1628,-,0,0,0,1,1
1629,-,0,-1,0,1,0
1630,C,1,0,1,1,1
1631,A,1,-1,2,1,1
1632,-,0,0,0,1,1
1633,-,0,-1,0,1,0
1634,-,0,0,0,1,0
1635,-,0,0,0,1,0
1636,-,0,0,0,1,0
1637,B,-1,0,1,1,1
1638,-,0,1,0,1,0
1639,-,0,0,0,1,0
1640,-,0,0,0,1,0
1641,-,0,0,0,1,0
1642,-,0,0,0,1,0
1643,C,-1,0,2,1,1
1644,-,0,0,0,1,1
1645,A,-1,1,3,1,1
1646,-,0,0,0,1,1
1647,-,0,0,0,1,1
1648,B,-1,1,2,1,1
1649,-,0,0,0,1,1
1650,-,0,1,0,1,0
1651,C,-1,0,2,1,1
1652,A,1,0,1,1,2
1653,B,-1,0,2,1,1
1654,-,0,0,0,1,1
1655,-,0,1,0,1,0
1656,C,-1,0,3,1,1
1657,-,0,0,0,1,1
1658,-,0,0,0,1,1
1659,A,1,1,1,1,1
1660,-,0,-1,0,1,0
1661,-,0,0,0,1,0
1662,B,-1,0,2,1,1
1663,C,1,0,2,1,2
1664,-,0,1,0,1,1
1665,-,0,-1,0,1,0
1666,-,0,0,0,1,0
1667,-,0,0,0,1,0
1668,A,-1,0,4,1,1
1669,-,0,0,0,1,1
1670,-,0,0,0,1,1
1671,-,0,0,0,1,1
1672,B,-1,1,3,1,1
1673,C,-1,0,4,1,2
1674,-,0,0,0,1,2
1675,A,1,1,2,1,2
1676,-,0,0,0,1,2
1677,B,-1,0,1,1,1
1678,-,0,1,0,1,0
1679,-,0,0,0,1,0
1680,-,0,0,0,1,0
1681,C,-1,0,3,1,1
1682,-,0,0,0,1,1
1683,-,0,0,0,1,1
1684,-,0,1,0,1,0
1685,-,0,0,0,1,0
1686,-,0,0,0,1,0
1687,-,0,0,0,1,0
1688,A,-1,0,2,1,1
1689,-,0,0,0,1,1
1690,-,0,1,0,1,0
1691,B,-1,0,3,1,1
1692,C,1,0,2,1,2
1693,A,-1,0,2,1,3
1694,-,0,0,0,1,1
1695,-,0,1,0,1,0
1696,B,1,0,2,1,1
1697,-,0,0,0,1,1
1698,C,1,-1,2,1,1
1699,-,0,0,0,1,1
1700,-,0,-1,0,1,0
1701,-,0,0,0,1,0
1702,A,1,0,3,1,1
1703,-,0,0,0,1,1
1704,B,-1,0,2,1,2
1705,-,0,-1,0,1,1
1706,-,0,1,0,1,0
1707,-,0,0,0,1,0
1708,-,0,0,0,1,0
1709,-,0,0,0,1,0
1710,C,-1,0,2,1,1
1711,-,0,0,0,1,1
1712,A,-1,1,1,1,1
1713,-,0,1,0,1,0
1714,B,1,0,2,1,1
1715,-,0,0,0,1,1
1716,-,0,-1,0,1,0
1717,C,-1,0,3,1,1
1718,A,-1,0,1,1,2
1719,-,0,1,0,1,1
1720,-,0,1,0,1,0
1721,-,0,0,0,1,0
1722,-,0,0,0,1,0
1723,-,0,0,0,1,0
1724,B,-1,0,2,1,1
1725,-,0,0,0,1,1
1726,-,0,1,0,1,0
1727,-,0,0,0,1,0
1728,-,0,0,0,1,0
1729,C,-1,0,2,1,1
1730,A,-1,0,2,1,2
1731,-,0,1,0,1,1
1732,-,0,1,0,1,0
1733,B,1,0,3,1,1
1734,-,0,0,0,1,1
1735,-,0,0,0,1,1
1736,-,0,-1,0,1,0
1737,-,0,0,0,1,0
1738,-,0,0,0,1,0
1739,-,0,0,0,1,0
1740,C,-1,0,2,1,1
1741,A,-1,0,2,1,2
1742,-,0,1,0,1,1
1743,-,0,1,0,1,0
1744,-,0,0,0,1,0
1745,-,0,0,0,1,0
1746,-,0,0,0,1,0
1747,-,0,0,0,1,0
1748,-,0,0,0,1,0
1749,-,0,0,0,1,0
1750,-,0,0,0,1,0
1751,-,0,0,0,1,0
1752,-,0,0,0,1,0
1753,-,0,0,0,1,0
1754,-,0,0,0,1,0
1755,-,0,0,0,1,0
1756,-,0,0,0,1,0
1757,-,0,0,0,1,0
1758,B,1,0,3,1,1
1759,C,-1,0,2,1,2
1760,-,0,0,0,1,2
1761,-,0,0,0,1,0
1762,-,0,0,0,1,0
1763,-,0,0,0,1,0
1764,-,0,0,0,1,0
1765,A,-1,0,2,1,1
1766,-,0,0,0,1,1
1767,B,1,1,4,1,1
1768,-,0,0,0,1,1
1769,-,0,0,0,1,1
1770,-,0,0,0,1,1
1771,-,0,-1,0,1,0
1772,-,0,0,0,1,0
1773,-,0,0,0,1,0
1774,-,0,0,0,1,0
1775,C,-1,0,2,1,1
1776,A,1,0,2,1,2
1777,-,0,1,0,1,1
1778,B,-1,-1,2,1,1
1779,C,-1,0,2,1,2
1780,A,1,1,2,1,2
1781,-,0,1,0,1,1
1782,B,-1,-1,2,1,1
1783,-,0,0,0,1,1
1784,-,0,1,0,1,0
1785,-,0,0,0,1,0
1786,-,0,0,0,1,0
1787,-,0,0,0,1,0
1788,-,0,0,0,1,0
1789,C,-1,0,4,1,1
1790,-,0,0,0,1,1
1791,-,0,0,0,1,1
1792,-,0,0,0,1,1
1793,-,0,1,0,1,0
1794,A,-1,0,1,1,1
1795,B,-1,1,3,1,1
1796,-,0,0,0,1,1
1797,-,0,0,0,1,1
1798,C,-1,1,2,1,1
1799,-,0,0,0,1,1
1800,-,0,1,0,1,0
1801,A,-1,0,1,1,1
1802,-,0,1,0,1,0
1803,B,-1,0,3,1,1
1804,-,0,0,0,1,1
1805,-,0,0,0,1,1
1806,-,0,1,0,1,0
1807,C,-1,0,3,1,1
1808,A,-1,0,4,1,2
1809,-,0,0,0,1,2
1810,B,-1,1,2,1,2
1811,C,-1,0,3,1,3
1812,A,-1,2,2,1,2
1813,-,0,0,0,1,2
1814,-,0,2,0,1,0
1815,-,0,0,0,1,0
1816,-,0,0,0,1,0
1817,B,1,0,2,1,1
1818,C,-1,0,3,1,2
1819,A,-1,-1,2,1,2
1820,B,-1,0,2,1,3
1821,-,0,2,0,1,1
1822,C,-1,1,3,1,1
1823,A,-1,0,2,1,2
1824,-,0,0,0,1,2
1825,B,-1,2,3,1,1
1826,-,0,0,0,1,1
1827,-,0,0,0,1,1
1828,-,0,1,0,1,0
1829,-,0,0,0,1,0
1830,-,0,0,0,1,0
1831,C,1,0,2,1,1
1832,-,0,0,0,1,1
1833,-,0,-1,0,1,0
1834,-,0,0,0,1,0
1835,-,0,0,0,1,0
1836,-,0,0,0,1,0
1837,-,0,0,0,1,0
1838,-,0,0,0,1,0
1839,-,0,0,0,1,0
1840,-,0,0,0,1,0
1841,-,0,0,0,1,0
1842,-,0,0,0,1,0
1843,-,0,0,0,1,0
1844,A,-1,0,2,1,1
1845,-,0,0,0,1,1
1846,-,0,1,0,1,0
1847,-,0,0,0,1,0
1848,-,0,0,0,1,0
1849,-,0,0,0,1,0
1850,-,0,0,0,1,0
1851,B,1,0,2,1,1
1852,-,0,0,0,1,1
1853,-,0,-1,0,1,0
1854,-,0,0,0,1,0
1855,-,0,0,0,1,0
1856,-,0,0,0,1,0
1857,C,1,0,3,1,1
1858,-,0,0,0,1,1
1859,-,0,0,0,1,1
1860,-,0,-1,0,1,0
1861,-,0,0,0,1,0
1862,-,0,0,0,1,0
1863,-,0,0,0,1,0
1864,-,0,0,0,1,0
1865,-,0,0,0,1,0
1866,-,0,0,0,1,0
1867,-,0,0,0,1,0
1868,-,0,0,0,1,0
1869,A,1,0,1,1,1
1870,B,-1,-1,3,1,1
1871,-,0,0,0,1,1
1872,C,-1,0,1,1,2
1873,-,0,2,0,1,0
1874,-,0,0,0,1,0
1875,-,0,0,0,1,0
1876,A,-1,0,2,1,1
1877,-,0,0,0,1,1
1878,B,-1,1,2,1,1
1879,-,0,0,0,1,1
1880,-,0,1,0,1,0
1881,-,0,0,0,1,0
1882,-,0,0,0,1,0
1883,-,0,0,0,1,0
1884,-,0,0,0,1,0
1885,C,1,0,2,1,1
1886,-,0,0,0,1,1
1887,-,0,-1,0,1,0
1888,-,0,0,0,1,0
1889,A,-1,0,2,1,1
1890,B,1,0,3,1,2
1891,-,0,1,0,1,1
